datapoints,period_start,period_end,monthly_mean,monthly_std,monthly_min,monthly_max,overall_change_1994_to_2025
384,1994-01-01,2025-12-01,49.76882552083333,1.7329028663683572,45.254,53.426,-3.033999999999999
