target,model,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std
employment_ratio_annual,RandomForest,1.6254894425080497,1.3250129234919295,1.5044611604146645,1.320530699642805,-9.410783924991817,9.838222975045726
employment_ratio_annual,LinearRegression,2.8257645701968266,2.5830055744803073,2.5241992581514503,2.2949783187657937,-112.73823267970447,219.22673718525633
unemployment_rate_annual,RandomForest,1.023970209041727,0.8552607291912838,0.9795698797732013,0.8545374539077032,-7.8566085234023735,8.951875135875174
unemployment_rate_annual,LinearRegression,3.0523631364357966,1.6843166148327404,2.5660277352228107,1.3752792510520417,-106.62038039951874,114.29545530134816
